content,score_cat,thumbsUpCount,word_count,has_promo,final_label,label,pseudo_prob
tidak bisa login,1,0.0,3.0,0,0,,0.0008920922
"sangat memuaskan dengan Qpon hidup lebih hemat, praktis enggak pakek ribet....",5,2.0,11.0,1,0,,0.003065844
kenapa ya yg refound nya saya uangnya ga di tranfer balik,3,0.0,11.0,0,0,,0.001086305
"Aplikasi gembell.... Lemot banget, dibuka Loadingnya lama",1,0.0,7.0,0,0,,0.0018852343
suka dehhh ama Qpon.... banyak banget promo nyaaa,5,0.0,8.0,1,0,,0.0030423517
mudah dan banyak promo nya,5,0.0,5.0,1,0,,0.0013782156
suka beli disini karna harga lebih murah banyak promonya,5,0.0,9.0,1,0,,0.0012332429
gak bisa di tukar,1,0.0,4.0,0,0,,0.0010615047
sangat baik untuk respon CS nya . menanggapi nya begitu cepat atas bantuan untuk pemulihan akun yg terdeteksi terimakasih Qpon 😍😍😍,5,1.0,21.0,0,0,,0.0019496563
sudah hemat 120k pke aplikasi ini,5,0.0,6.0,1,0,,0.0010419451
"Aplikasi ini beneran bikin hidup jadi lebih hemat! 🎉 Gampang banget dipakai, banyak promo makanan harian yang cocok banget buat anak kos dan pelajar. Pilihan diskonnya juga lengkap, mulai dari restoran sampai kuliner kekinian. Worth it banget install sekarang, jangan sampai ketinggalan promo serunya! 😍",5,7.0,45.0,1,1,,0.99671966
Masya Allah ok,5,0.0,3.0,0,0,,0.0010657451
"server sibuk tapi kalau pakai hp teman servernya gk sibuk, apakah aku diblacklist wkwk",1,0.0,14.0,0,0,,0.0016584274
kadang suka nge bug aplikasi tidak bisa di buka layar putih semua. segera perbaiki!,4,2.0,14.0,0,0,,0.0015942545
Mantap banyak promo dan kaka adminnya baik dan sangat responsif. thanks,5,0.0,11.0,1,0,,0.0027323605
"nga bisa masuk pdhl uda brp x transaksi,uda sampai hapus trus download lagi tetap nga bisa masuk...",1,3.0,17.0,0,0,,0.0011175644
senang menggunakan nya karena dpt harga promo beli makanan dan minuman kesukaan aku dan anak lebih murah,5,0.0,17.0,1,0,,0.0019366716
Qpon GOOD LUCK👍,5,0.0,3.0,0,0,,0.0013790427
kacauuu misi udh 100% mau di byr tiba tiba roti o ilang . GAK SESUAI S&K .,1,0.0,17.0,0,0,,0.0014311648
"misi harga bestie sering hilang secara tiba-tiba,padahl udah 99% pencapain . gak jelas qpon. kalo emang gabisa ngapain dibuat",1,0.0,19.0,0,0,,0.0032419735
"dengan adanya qpon mau makan enak yg aslinya mahal aja murah bgt, apalagi beli kopi""an pizza murah bgt harganya. mkasih udh ciptain qpon hehe sukses ya",5,1.0,26.0,0,0,,0.009391243
"kecewa waktu yg di kasih cuman 1 hari klo di daerah kita Qpon nya eror bsok nya sdh tdk bisa di gunakan, padahal sudah di bayar dana nya juga tdk bisa di kembalikan",1,2.0,33.0,1,0,,0.0019067082
terlalu banyak peminat kepala bapakkau,1,0.0,5.0,0,0,,0.0012795109
kenapa tidak bisa beli sudah 2 hari ini...admin mana admin,1,0.0,10.0,0,0,,0.0011674167
banyak diskon,3,0.0,2.0,1,0,,0.0012099539
"mau tukar vouche yang akan kedaluarsa,diarahkan ke chat us. respon sangat baik dan cepat.semoga senantiasa bisa membantu pengguna aplikasi ini yg kesulitan menukar voucher kedaluarsa.tks",5,0.0,25.0,1,0,,0.010744161
Hati2 bukannya untung malah rugi. 😂,1,0.0,6.0,0,0,,0.0017417538
"awal pakai qpon seru hampir tiap minggu saya tukar voucher di Roti'o, semenjak 2 minggu terakhir gak bisa login, entah dari otp gak masuk login pakai WA pun gak bisa, udah laporan ke CS gda solusi cm di suruh tunggu 24jam tp sampe skrg masih gak bisa login. trus kecewa beli kupon KFC (FlashSale) udah sampe outlet gak bisa karna eror ampundahhh",1,3.0,62.0,1,0,,0.008876749
"aplikasinya jelek bgt, gak bisa login sama sekali, udah dicoba berulang ulang sampe harus hapus dan instal lagi tp tetep gak bisa login..",1,3.0,23.0,0,0,,0.0017535657
terimakasih,5,0.0,1.0,0,0,,0.0011076111
saya minta refund udah dari bulan agustus tapi sampe sekarang uangnya belom balik mana akun saya gabisa di pake buat beli,2,0.0,21.0,0,0,,0.0018451561
Salam Sukses Qpon,5,0.0,3.0,0,0,,0.0011227898
"Aplikasi ini beneran *wajib punya*! 🌟 Semua promo makanan harian yang sering aku cari ada di sini. Pemakaian gampang banget, dan fiturnya bikin hidup lebih hemat, apalagi buat anak kos kayak aku. Diskon restoran terdekat juga banyak pilihan dan praktis dipakai. Worth it banget pokoknya! 🍴",5,0.0,46.0,1,1,,0.99694234
"min kenapa setiap saya mau order, selalu muncul tulisan terlalu banyak peminat coba sebentar lagi dan aneh nya kalau pakai akun lain bisa order tanpa kedala, ini sebenarnya akun saya kenapa min mohon segera di respon ya min",2,30.0,38.0,0,0,,0.0034355577
aplikasi nya rame sih Banyak yg mau pada nuker tp sayangnya akun login nya bermasalah,5,0.0,15.0,0,0,,0.0013057056
murmer banget,5,0.0,2.0,0,0,,0.0011375773
"Qpon bener-bener aplikasi andalan anak muda buat hidup hemat! 🤩 User interface-nya simpel, gampang dipake, dan cepat. Banyak promo makanan kekinian yang bikin kamu nggak perlu mikir dua kali buat hemat tiap hari! 😍 Cocok banget buat pelajar atau anak kos. Wajib punya deh, worth it banget!",5,22.0,47.0,1,1,,0.9968322
lama kelamaan jadi mahal,1,0.0,4.0,0,0,,0.0019437068
aplikasi sering keluar sendiri banyak bug dan error,1,0.0,8.0,0,0,,0.0011090514
tidak bisa login lagi padahal aneh,2,1.0,6.0,0,0,,0.00091283245
"aplikasi aneh, mau beli kok gak bisa² sdh hmpir 1bln lebij gak bisa beli apa² pas mau beli ada tulisan "" Terlalu banyk peminat, coba lagi sebentar lgi"" TAIII, sebentar apanyq sdh 1bln lebih gak bisa dipake",1,0.0,37.0,0,0,,0.0033230847
"Qpon bener-bener aplikasi yang wajib banget buat anak kos kayak aku! 🎉 Banyak pilihan promo makanan harian yang bikin dompet tetap aman. Cara pakainya super gampang, tinggal beberapa klik aja udah dapet diskon restoran terdekat. Hemat tiap hari tanpa ribet, benar-benar worth it banget! 😍",5,0.0,45.0,1,1,,0.99700207
mengecewakan sekli udah beli vocernya malah pas si sqan di outletnya malah eror cet admin di WA malah slow respon banget banyak kali konfirmasi ke adminnya tidak ada solusi sama sekali bolak balik ke outlet KFC nya tetap aja eror bikin malu aja tolong ya kembalikan aja uang saya !!!,1,2.0,50.0,0,0,,0.0030517161
"beberapa kali mau log in ga bisa. beli kupon pas mau dituker bilangnya stoknya habis, terutama untuk brand jus antara Cimone. coba pihak apk langsung banded brand yang kaya gitu dah. udah gitu mau refund pun ribet. prosesnya lama",1,3.0,39.0,0,0,,0.0053332555
"Aplikasi Qpon ini beneran bikin hidup lebih hemat! 😍 User interfacenya simpel banget, gampang dipakai bahkan buat pemula. Banyak pilihan promo makanan harian yang bikin makan hemat tanpa harus repot. Untuk anak kos atau pelajar, ini solusi terbaik! 🌟 Worth it banget pokoknya, wajib download!",5,0.0,45.0,1,1,,0.9969663
kenapa tidak muncul tulisan nya jd saya tidak mengerti gimana saya mau cek out nya parah,1,0.0,16.0,0,0,,0.0011800341
"App ini sangat tidak bagus,Masa iya pas beli promonya keluar akun pas login udah nggak bisa,fiks yang bikin app nya Masih SD",1,0.0,22.0,1,0,,0.002229654
"Aplikasi Qpon ini benar-benar wajib banget buat anak muda🔥! Interface-nya super mudah dipakai, terus banyak banget pilihan promo makanan harian yang bikin dompet aman. Restoran-restoran terdekat juga sering ada diskon kekinian, jadi makan hemat tiap hari bukan hanya impian lagi. Worth it banget pokoknya😍!",5,0.0,44.0,1,1,,0.99675554
"Aplikasi Qpon ini beneran juara buat anak kos! 🤑 Selain mudah banget dipake, pilihannya banyak banget, mulai dari promo makanan harian sampai diskon restoran kekinian. Semua vouchernya mudah ditukar dan hemat bener, bikin hidup makin praktis! Wajib banget download buat kalian yang mau irit tapi tetap stylish.🔥",5,12.0,47.0,1,1,,0.99692637
"Bagus banget aplikasi nya 😆, Banyak banget Diskon Wajib Download Tapi gak dipaksa ya, Besok kedepannya semoga lebih bagus dan dipertahankan Diskon murah meriah nya ya!",5,2.0,26.0,1,0,,0.009350049
"Aplikasi Qpon beneran bikin hidup aku lebih hemat! 😍 Banyak banget promo makanan harian yang gampang banget ditukar, jadi nggak perlu ribet pas mau makan hemat. Cocok banget buat anak muda kayak aku, terutama anak kosan. 👏 User interface-nya praktis, mudah dipakai, dan pilihan diskonnya beragam banget! Wajib download!",5,0.0,49.0,1,1,,0.9963793
kok yg saya skrg udah mulaii gak bisa masuk ke nomor apapun,1,0.0,12.0,0,0,,0.0011211578
ini beneran proses refound nya 14 hari kerja? saya reefound krna stok yg mau saya beli di outlet kosong,1,0.0,19.0,0,0,,0.0016591175
APLIKASI ANEH MASA GABISA DI BELI KUPONNYA LOL,1,0.0,8.0,0,0,,0.0009546557
"pokoknya seneng banget ada Qpon, jadi bisa jajan momoyo tiap hari, dengan harga yg murah dan ramah didompet",5,0.0,18.0,0,0,,0.010021553
"Qpon bener-bener jadi solusi hemat buat anak kos kayak aku! 🤩 Aplikasi ini gampang banget dipakai dan selalu ada promo makanan harian yang bikin dompet tenang. Diskon kuliner kekiniannya juga banyak pilihan, cocok banget buat kita yang hobi ngeksplor makanan baru. Wajib banget buat download! 🍴",5,0.0,46.0,1,1,,0.9968809
"Qpon beneran aplikasi voucher TERBAIK! ✨🎉 Ku suka banget karena mudah banget dipakai dan bikin aku hemat setiap hari, khususnya buat anak kos kayak aku. Banyak promo makanan kekinian & diskon restoran deket rumah bikin hidup jadi lebih seru. Wajib banget buat gaya hidup hemat anak muda. 💯",5,0.0,48.0,1,1,,0.9966478
"pas itu ngebatalin transaksi, trs ngajuin refund dan di kembaliin full, terimakasih",5,0.0,12.0,0,0,,0.0012076452
"Qpon bener-bener aplikasi wajib banget buat anak muda yang pengen hemat tapi tetep bisa makan enak setiap hari! 🍔✨ Gampang banget dipakai, promo makanannya banyak, dan diskonnya gila-gilaan. 👍 Pokoknya praktis banget, cocok buat yang tinggal sendiri atau anak kos! Udah coba? Kalau belum, rugi banget deh! 😍",5,19.0,48.0,1,1,,0.99616784
pelayanan mantap dan rekomen buat daily ngejar diskon,5,0.0,8.0,1,0,,0.0010859476
aplikasi yg sangat membantu kalau tanggal² tua,5,0.0,7.0,0,0,,0.0015118121
"aplikasi nya tdk memuaskan, katanya ajak 5 temen untuk dpt vocher diskon nya, eh udh effort"" nya ngajak temen dan end nga dpat"" jgaa",1,0.0,24.0,1,0,,0.0023884247
"Aplikasi Qpon bener-bener bikin hidup jadi lebih hemat! Semua promo makanan harian lengkap banget, apalagi buat anak kos kaya aku. Interface-nya simple, gampang dipakai, dan nggak ribet sama sekali. Banyak pilihan diskon restoran kekinian, solusi terbaik buat pecinta kuliner. Worth it banget pake ini!",5,19.0,44.0,1,1,,0.996798
"akun ke log out, sudah tiga voucher hilang tidak bisa di reedem. minta bantuan CS tidak Di bantu dengan maksimal",1,1.0,20.0,1,0,,0.0016423786
pengembalian uangnya terlalu lama.. hanya 14.800 aja.. bisa nunggu sampe 14 hari.. Sistem Masih Lelet dan Tidak Support Percepatan Pengembalian Uangnya. 👎,1,4.0,22.0,0,0,,0.0022916638
semoga makin banyak promonya sangat membantu sekali,5,0.0,7.0,1,0,,0.001369219
jadi lebih berhemat untuk pilihan makanan,5,0.0,6.0,1,0,,0.001477767
"Kok gak bisa dipake,, kata nya lagi banyak peminat,, udah 3 hari begini trus eehhhhh",2,2.0,15.0,0,0,,0.0012751652
"voucher McDonald saya gagal ditukarkan gara-gara kesalahan sistem, licik kalian gak direspon keluhan saya di WA",1,8.0,16.0,1,0,,0.0016899301
"alhamdulillah bisa jajan hemat terus, aku udh pakai lama qpon happy bngeeeettt tq, semoga berkah semuanya",5,0.0,16.0,1,0,,0.002090613
"kurangi omon - omon, banyaki kemon - kemon.",5,0.0,8.0,0,0,,0.0058505707
"payah nih qpon, susah payah ngejar voucher mcdonald 100rb seharga 50rb pas flash sale, tapi pas dituker gak bisa. chat melalui whatsapp malah solusinya refund. kl memang gak mau rugi, jangan jual voucher apalagi harga flash sale.",1,4.0,37.0,1,0,,0.0062554036
"Aplikasi Qpon ini bener-bener bikin hidup jadi lebih hemat! 🤑 User interface-nya gampang banget dipakai, nggak ribet sama sekali. Banyak banget promo makanan harian yang keren, cocok banget buat anak kos dan pelajar yang mau tetap gaya tanpa boros. Diskon restoran kekinian? Ada dong! Wajib punya deh buat semua anak muda! 🔥",5,5.0,52.0,1,1,,0.9960807
udh saya unistal aplikasinya. saya udh chekout pas mau tukar di 3 outlet terdekat di tolak semua. dengan alasan sold . potongan harga juga ga seberapa ga lebih dari 10ribu . mau refund gabisa malah di suruh chat admin yang lebih parah adminya slowrespons sekali . ribet pokonya,1,8.0,48.0,1,0,,0.0071954364
"diskon nya bagus banget paling keren sih dari aplikasi lain ini mah,🥰🥰sedekah parah",5,0.0,13.0,1,0,,0.0015577475
gak bisa mesan,1,0.0,3.0,0,0,,0.0011156519
mantap,5,0.0,1.0,0,0,,0.0012417501
"Aplikasi Qpon ini beneran wajib banget buat anak kos atau siapa pun yang mau hidup hemat! 🤑 Interface-nya simpel dan super gampang dipakai. Promo makanannya melimpah, dari restoran kekinian sampai tempat terdekat. Voucher-nya juga mudah ditukar, cocok banget buat yang malas ribet. Pokoknya Qpon bikin hidup makin praktis dan hemat! 🔥",5,8.0,51.0,1,1,,0.9968888
pelayanan cs nya terbaik,5,0.0,4.0,0,0,,0.0011539634
"saya sudah beli di apk ini,terus apk nya ter log out pas saya login ulang eh ga bisa bacaannya akun anda terdeteksi tidak normal tidak dapat masuk sementara,sudah saya tunggu 2bulanan tetep ga bisa login padahal udah beli jadi ga bisa ditukar,dev tolong diperhatikan lagi yang kaya gini.",2,14.0,48.0,0,0,,0.0036551477
parah banget sih. mau tukar vocher malah ngeleg parah gak bisa kluar bukan hp ku ya. hp ku soalnya baru. tapi emg aplikasinya aja gak betul banyakin promo tapi cuman dikasih satu buat tukar yg harga paling murah. supaya apa? supaya org pada instal qpon padahal gak jelas setiap tukar yg makanannya gak ada lah. iya x org harus bolak balek ke situ emg gak seberapa kan malu bolak balek ksitu. rugi di kami lah. apalagi momoyo tuh banyak x promo pakek q pon cuman 1aja yg bisa dilesan prett aplikasi pr,1,18.0,92.0,1,0,,0.02886088
"g bisa login, voucher gw hangus.",1,0.0,6.0,1,0,,0.0016673298
"sekarang GK BS pake ya, pada awalnya saya 123 kali bagus, saya senang ehhh pas kemarin aku pas aku beli lagi beli lagi GK BS di pake katanya, sudah terlalu banyak berminat, gitu gitu terus l, saya instal ulang sama juga 😡🥺🙏",1,0.0,42.0,0,0,,0.0034772789
bagus,2,0.0,1.0,0,0,,0.0010577313
"semenjak pake aplikasi ini 1-3 pesanan oke aja ga ada masalah apapun .lalu pesanan ke 4 dst nya susah pesan ada notif ""terlalu banyak peminat coba lagi sebentar lagi"" tolong perbaiki bug sistem ini biar lancar lagi pemakaian nya .thanks",1,10.0,40.0,0,0,,0.005144167
"sudah beli voucher, tp setiap mau buka icon pesanan pasti ngblank. jd gk bisa muncul barcodenya",1,0.0,16.0,1,0,,0.0014020596
"terimakasih apk yg bnyak vocer"" murah .. allhamdulillah pelayanannya pun baik sekali saat ada refrunan ...",5,0.0,16.0,0,0,,0.0023914627
sudah nunggu 24 jam tapi ga bisa login teruss😠,1,0.0,9.0,0,0,,0.0011412455
kenapa ga bisa masuk di aplikasi nya,4,0.0,7.0,0,0,,0.0010131737
"aplikasi yang membuat jadi hemat, benar benar sangat membantu dan bermanfaat",5,1.0,11.0,1,0,,0.0022800572
jelek gabisa dipakai vouchernya,1,0.0,4.0,1,0,,0.0010499366
promo nya menarik2 JD hilaf jajan,5,0.0,6.0,1,0,,0.0011703728
"kenapa saya ga bisa login ke splikasi qpon nya yah?, udh di hapus datanya tetap ga bisa login, tolong perbaiki ya developer🙏🙏",2,2.0,22.0,0,0,,0.0016421119
awalnya oke eh lama² logout sendiri dan ga bisa login dan ketika pesen ada tulisan coba lagi nanti karna banyak permintaan....menyusahkan dan admin slow respon,1,2.0,25.0,0,0,,0.001828257
"voucher login hariannya balik lagi jd alfa atau indomaret dong,",4,0.0,10.0,1,0,,0.0010578089
suka sekali jajan di sini banyak diskon juga,5,0.0,8.0,1,0,,0.0012131586
sangat worth it! semoga lebih banyak kerjasama brand nya ya🤭,5,0.0,10.0,0,0,,0.0014813626
log out terus ga niat ngasi vocher,1,0.0,7.0,0,0,,0.0011163141
sampah,1,0.0,1.0,0,0,,0.0012193333
"kecewa lah udah dipake, mau login lagi malah gabisa error terus gajelas lama lama aplikasi nya",1,0.0,16.0,0,0,,0.001288491
menganggu,1,0.0,1.0,0,0,,0.0013941142
"Qpon bener-bener aplikasi wajib buat anak muda! 🤩 Semua promo makanan harian ada di sini, dari restoran kekinian sampai jajanan favorit. Aplikasinya gampang banget dipakai, loading cepat, dan pilihan diskonnya banyak banget. Pokoknya sih kalau mau hidup hemat & gaya, ini solusinya! ❤️",5,15.0,43.0,1,1,,0.99681205
bagus,5,0.0,1.0,0,0,,0.0010732245
mantap,5,0.0,1.0,0,0,,0.0012417501
BAGOSSSSSSSS,5,0.0,1.0,0,0,,0.001438323
sampai detik ini msh very good 👍😊 tp kalo bisa voucher diskonnya ga usah pake minimal² pembelian😁😃,5,1.0,17.0,1,0,,0.001473308
banyak diskonnn mantan Qpon,5,0.0,4.0,1,0,,0.0012653399
"Aplikasi Qpon ini bener-bener bikin hidup makin hemat! 🤩 Gampang banget dipakai, antarmukanya simpel tapi modern. Promo makanan hariannya banyak banget, cocok buat anak kos atau pelajar. Diskon restoran juga lengkap, pas banget buat gaya hidup kekinian. Wajib punya deh buat yang suka kulineran! 🥳",5,7.0,45.0,1,1,,0.99652475
mantap,5,0.0,1.0,0,0,,0.0012417501
"Keren ni aplikasi, beneran bisa di pakai, jadi lebih hemat",5,0.0,10.0,1,0,,0.0017437919
"Aplikasi Qpon bener-bener bikin hidup jadi lebih hemat! 😍 Semua promo makanan harian lengkap banget, apalagi buat anak kos kaya aku. Interface-nya simple, gampang dipakai, dan nggak ribet sama sekali. Banyak pilihan diskon restoran kekinian, solusi terbaik buat pecinta kuliner. Worth it banget pake ini! 🔥",5,19.0,46.0,1,1,,0.9969357
"Qpon benar-benar aplikasi wajib buat anak muda! 🎉 Dengan fitur yang gampang dipakai dan banyak pilihan promo, aku bisa makan enak tiap hari tanpa bikin dompet nangis. Diskon restoran terdekat juga super praktis, apalagi buat anak kos kayak aku. Worth it banget! Yuk buruan coba dan bikin gaya hidup makin hemat! 🍔✨",5,2.0,52.0,1,1,,0.9968426
sehat sehat developer baik,5,0.0,4.0,0,0,,0.001524634
akun diblokir 3 bulan,1,0.0,4.0,0,0,,0.0012561573
bagus aplikasi nya,5,0.0,3.0,0,0,,0.001084496
BUUAAGUS BANGEEET DEH,5,0.0,3.0,0,0,,0.0016655782
maaf terpaksa saya uninstall dulu pernah pakai masih sekali niatnya mau pakai lagi dalam jangka panjang tiba2 terdeteksi akun dalam aktivitas mencurigakan bahkan saya pun tidak paham mencurigakan dalam hal apa?? terimakasih.,1,0.0,32.0,0,0,,0.003334133
promo nya sedikit,3,0.0,3.0,1,0,,0.0011745251
"Qpon beneran aplikasi wajib buat anak kos! ✨ Fitur-fiturnya lengkap banget, gampang dipakai, dan promo makannya berlimpah setiap hari. Kerasa banget bantu hemat, apalagi buat pelajar yang harus pinter-pinter atur budget. 🤩 Banyak pilihan, dari kuliner kekinian sampai restoran terdekat. Worth it banget, gak akan nyesel download!",5,7.0,47.0,1,1,,0.99509996
"awal awal iya banyak promo tpi setelah ketiga kalinya ada tulisan ""terlalu banyak peminat coba lagi nanti"" jadi gbisa pesan lagi deh",1,0.0,22.0,1,0,,0.001701516
Mantaap...👍👍,5,0.0,1.0,0,0,,0.0018927286
"Aplikasi Qpon ini benar-benar bikin hidup lebih hemat dan praktis banget! 🌟 Dengan banyak pilihan promo makanan harian dan diskon kuliner kekinian, gue gak perlu lagi worry soal makan enak tapi tetap hemat. Gampang tukar voucher, UI-nya juga smooth banget. Cocok banget buat anak muda, terutama anak kos! 🔥",5,7.0,49.0,1,1,,0.99686074
mantep,5,0.0,1.0,0,0,,0.0010648216
saya jadi sering makan enak setelah menginstal aplikasi ini.,5,0.0,9.0,0,0,,0.0035652404
"tidak cepat respon, aplikasi baru di download sudah di curigai.",1,3.0,10.0,0,0,,0.0020520117
"sebenarnya aplikasi bagus sangat membantu tapi kenapa di hp saya tidak dapat masuk walaupun saya pakai nomorku sendiri,,mohon di perbaiki.",1,1.0,20.0,0,0,,0.002035309
sudah beli Voc mcd...tpi tidak bsa di pakai Voc nya,1,1.0,10.0,0,0,,0.0012184497
refund dana sangat lamaa!,1,1.0,4.0,0,0,,0.0012714469
"gimana s sy mengajukan dana refund dari tanggal 02 September sampai hari ini tanggal 25 September g ada dana balik .. malah sy di acuhkan g ada blsan .. kecewa bgt ..klo yang mau pakai app ini tolong pikirkan matang"" baru Nemu app kaya gini dana g balik",1,2.0,48.0,0,0,,0.00355539
akun dblokir aneh ya emang gk bole punya 2 akun? sementara dhp ad 2 nomor,1,0.0,15.0,0,0,,0.0011901741
refudnnya ga full,3,0.0,3.0,0,0,,0.0010338824
aplikasi tidak berguna. mau beli gak bisa.,1,0.0,7.0,0,0,,0.0016008578
Aplikasi terbaik,5,0.0,2.0,0,0,,0.0015161327
Skip app,1,0.0,2.0,0,0,,0.0011501114
"qpon aplikasi yg aneh,masak iya login TDK bisa karena masuk menggunakan no lain ,,dilogin ke no awal juga TDK bisa ..",1,1.0,21.0,1,0,,0.0015312232
sangat sangat bagus 😍😍😍,5,0.0,4.0,0,0,,0.0015987556
"Banyak promo,Bagus..",5,0.0,2.0,1,0,,0.0015174457
saya tidak bisa log in.,2,0.0,5.0,0,0,,0.0015205265
gimana sih min kok ngga bisa login mau login selalu muncul akun tidak terdeteksi gmna ceritanya x padahal setiap hari saya gunain buat co kopi,2,2.0,25.0,0,0,,0.0012338391
mantap,5,0.0,1.0,0,0,,0.0012417501
"Aplikasi ga jelas, saya komplain malah di tutup pembicaraannya, pelayanan buruk apa tidak di training? saya ga bisa CO apa-apa, akun dibekukan selama 3 bulan,saya tanya alasan dengan jawaban template. robot ya yang jawab",1,0.0,34.0,0,0,,0.0066728713
aplikasi nya ga bisa dibuka,1,0.0,5.0,0,0,,0.0010617095
bberapa kali dan sering mau dipake kepembayaran eh tulisan nya keblokir,3,0.0,11.0,0,0,,0.0010332189
jelek banget masa kalau beli ga bisa refund tulisannya diproses tapi lama banget gimana sih,1,1.0,15.0,0,0,,0.0011926469
parah akun saya tidak normal di buat.tidak bisa masuk lagi,1,0.0,10.0,0,0,,0.0012797969
"hati hati ini aplikasi parah banget. masak di refund duit nya gag masuk masuk ,, dan ribet buat refund nya .. knapa gag geg shoope aja , kalau di refund duit otomatis pulang ke rek pengirim .. ini udah banyak perstaratan malah gag masuk masuk . dasar apk gag jelas. mikir mikir la yg temakan promo . toh di tempat pembelian pasti habis dan susuah nge refund uang kita kembali",1,0.0,70.0,1,0,,0.005322409
nice aplikasi gampang di gunakan,5,0.0,5.0,1,0,,0.0013169283
"Qpon benar-benar aplikasi wajib buat anak muda! 🎉 Dengan banyak promo makanan harian dan diskon restoran terdekat, hidup jadi jauh lebih hemat. Interface-nya super gampang dipakai dan voucher-nya mudah banget ditukar. Solusi terbaik buat anak kos yang mau makan enak tanpa takut kantong jebol! 🤑",5,3.0,45.0,1,1,,0.99685246
"Tidak bisa login dengan keterangan akun saat ini terdeteksi tidak normal, tidak dapat masuk sementara, tapi sudah lama tiap kali login bgtu terus",1,4.0,23.0,0,0,,0.001448372
"Aplikasi nya di saya ngebug terus, tidak dapat dipesan padahal biasanya aman aman aja. Tolong diperbaiki, giliran di hp temen aman eh di hp sendiri malah gabisa dibeli even bukan harga flash sale",1,12.0,33.0,0,0,,0.0033390198
Ga bisa login udah 1 minggu .. call centernya juga ga jelas disuruh nunggu 24jam baru bisa login katanya. Eh udah 3 hari ga login ttp ajah ga bisa pas di coba aneh ...,1,0.0,34.0,0,0,,0.001925675
"Aplikasi Qpon bener-bener bikin hidup lebih hemat! 🙌 Penggunaannya super mudah dan pilihan promo makanannya banyak banget. Diskon restoran terdekat juga selalu update, cocok banget buat anak kos atau pelajar. Interface-nya simpel, jadi gampang tukar voucher. Worth it banget buat gaya hidup hemat! 🔥",5,48.0,44.0,1,1,,0.9967206
aplikasi bagus,5,0.0,2.0,0,0,,0.0010669174
min saya baru lihat undian iPhone apa itu benar tapi saya kok gak ada,4,0.0,14.0,0,0,,0.0011621255
ngk bisa dipakai dihp,1,0.0,4.0,0,0,,0.0009817637
"Mau beli semua produk atau makanan tidak bisa, harusnya hapus aja kategori itu, banyak akun artinya banyak pemasukan, saran saja harusnya 1 akun bisa 2 device, karena aplikasi ini hanya pure untuk membeli produk, harusnya anda tidak memblokir akunnya, saya tidak bisa memesan karena ada tulisan ""terlalu banyak peminat"", aneh bgt aturannya menurutku 🙏, semoga kedepannya bisa lebih baik lagi!.",1,0.0,60.0,0,0,,0.3760977
bagus,5,0.0,1.0,0,0,,0.0010732245
terimakasi uda buat aplikasi sebgus n sangat membantu untuk makan mewa dgn harga mura,5,1.0,14.0,0,0,,0.0012587227
pembatasan akun nya terlalu lama apk Qpon saya tidak bisa di gunakan,1,0.0,12.0,1,0,,0.0010937706
lemot,3,0.0,1.0,0,0,,0.0011423245
lumayan klau lagi cari makanan y diskon,3,1.0,7.0,1,0,,0.001147881
"sering gak bs log in sementara klo di hape samsung , gak ada solusinya",2,0.0,14.0,0,0,,0.0010112758
sangat mmbntu,5,0.0,2.0,0,0,,0.0013130503
"Aplikasi ini bener-bener bikin hidup mahasiswa kayak aku jadi lebih hemat! 🤩 Banyak promo makanan harian dan diskon restoran terdekat yang up-to-date. Penggunaannya gampang banget, tinggal buka aplikasi, cari voucher, tukerin, selesai! Wajib banget buat anak muda yang peduli hidup hemat. Worth it banget! 🔥",5,29.0,45.0,1,1,,0.99663794
"Pakai Qpon itu bikin hidup makin hemat banget! 👏 Aplikasinya gampang dipakai & user-friendly, enak banget buat anak kos seperti aku. Voucher dan diskonnya banyak banget, terutama untuk makanan kekinian yang sering aku cari. Promo restoran pun tersedia, jadi jajan makin irit. Wajib dicoba deh, worth it! 🍴",5,8.0,48.0,1,1,,0.99682754
"Qpon membantu bgt untuk saya,yg pekerja&punya anak,,setiap flash sale sy selalu beli Momoyo,Roti O, Burger, Hokben,,pkky udh bnyak bgt makanan yg sy pesen,,bahkan sy tumpuk tuh di pesanan,Jadi nanti tinggal tuker aja,,Krena masa berlaku nya beda*,ada yg 1bln,,ada jg yg smpe 2026.. Pkky Qpon membantu bgt,, Saran sy,,tolong yg produk flash sale nya di ganti ya,jgn yg itu* trs,,kalau bisa yg harga nya miring/lokasi nya dket tmpt tinggal 😁😁👍",5,3.0,69.0,0,0,,0.039179508
"akun saya di batasi 3 bulan. katanya 1 perangkat cuma bisa 1 akun. lah gw punya 2 nomor telepon ya wajar lah di daftarin semua. kebanyakan orang juga punya 2 kartu dalam 1 hp. kalo cuma 1 kartu balik aja ke jaman nokia jadul. Jaman udah berubah masih aja purba ni sistem/aplikasi. Online shop aja ga ngelarang bikin lebih dari 1 akun. yang penting kan nomor telepon nya punya pribadi dan ada kode verifikasi nya. Mulai detik ini per 22 September 2025, mending uninstall.",1,0.0,84.0,1,0,,0.024209613
ga bikin idi dompet menipis,5,0.0,5.0,0,0,,0.001310101
oke,5,0.0,1.0,0,0,,0.0010763494
Aplikasinya oke bgt..suka suka suka,5,0.0,5.0,0,0,,0.0014177084
